latitude,longitude,precision,geohash
18.2000000000,36.4000000000,12,sg1zs31wtmzh
18.2100000000,36.4200000000,12,sg1zsg00zw03
18.2200000000,36.4400000000,12,sg1zthyg1w1m
18.2300000000,36.4600000000,12,sg1ztwtm7w63
18.2400000000,36.4800000000,12,sg1zy07ztw7w
18.2500000000,36.5000000000,12,sg1zyd63zwsd
18.2600000000,36.5200000000,12,sg1zzh1h1wtw
18.2700000000,36.5400000000,12,sg1zzmzw7wyg
18.2800000000,36.5600000000,12,sg1zzzy0twzz
18.2900000000,36.5800000000,12,sg6003sdzz0g
18.3000000000,36.6000000000,12,sg600g7m1z60
18.3100000000,36.6200000000,12,sg601m1z7z7h
18.3200000000,36.6400000000,12,sg601z03tzs0
18.3300000000,36.6600000000,12,sg6060ygzztm
18.3400000000,36.6800000000,12,sg606dtw1zy3
18.3500000000,36.7000000000,12,sg607hs07zzm
18.3600000000,36.7200000000,12,sg607w6dy00d
18.3700000000,36.7400000000,12,sg60s01m001w
18.3800000000,36.7600000000,12,sg60s3zz606d
18.3900000000,36.7800000000,12,sg60sgy3s07z
18.4000000000,36.8000000000,12,sg60tmsgy0sg
18.4100000000,36.8200000000,12,sg60tz7w00tz
18.4200000000,36.8400000000,12,sg60y36060yg
18.4300000000,36.8600000000,12,sg60yg0ds300
18.4400000000,36.8800000000,12,sg60zhzhy31h
18.4500000000,36.9000000000,12,sg60zwtz0360
18.4600000000,36.9200000000,12,sg6300s3637m
18.4700000000,36.9400000000,12,sg630d6gs3s3
18.4800000000,36.9600000000,12,sg631h1my3tm
18.4900000000,36.9800000000,12,sg631w0003yd
18.5000000000,37.0000000000,12,sg631zyd63zw
18.5100000000,37.0200000000,12,sg6363thsd0d
18.5200000000,37.0400000000,12,sg636g7wyd1z
18.5300000000,37.0600000000,12,sg637m630d6g
18.5400000000,37.0800000000,12,sg637z0g6d7z
18.5500000000,37.1000000000,12,sg63s0zmsdth
18.5600000000,37.1200000000,12,sg63sdtzydy0
18.5700000000,37.1400000000,12,sg63thsd0dzh
18.5800000000,37.1600000000,12,sg63tw7h6g03
18.5900000000,37.1800000000,12,sg63y01wsg1m
18.6000000000,37.2000000000,12,sg63yd00yg63
18.6100000000,37.2200000000,12,sg63ygyg0g7w
18.6200000000,37.2400000000,12,sg63zmtm6gsd
18.6300000000,37.2600000000,12,sg63zz7zsgtw
18.6400000000,37.2800000000,12,sg6d0363ygyg
18.6500000000,37.3000000000,12,sg6d0g1h0gzz
18.6600000000,37.3200000000,12,sg6d1hzw7h0g
18.6700000000,37.3400000000,12,sg6d1wy0th60
18.6800000000,37.3600000000,12,sg6d60sdzh7h
18.6900000000,37.3800000000,12,sg6d6d7m1hs0
18.7000000000,37.4000000000,12,sg6d7h1z7htm
18.7100000000,37.4200000000,12,sg6d7w03thy3
18.7200000000,37.4400000000,12,sg6d7zygzhzm
18.7300000000,37.4600000000,12,sg6ds3tw1m0d
18.7400000000,37.4800000000,12,sg6dsgs07m1w
18.7500000000,37.5000000000,12,sg6dtm6dtm6d
18.7600000000,37.5200000000,12,sg6dtz1hzm7w
18.7700000000,37.5400000000,12,sg6dy0zz1msg
18.7800000000,37.5600000000,12,sg6dydy37mtz
18.7900000000,37.5800000000,12,sg6dzhsgtmyg
18.8000000000,37.6000000000,12,sg6dzw7mzw00
18.8100000000,37.6200000000,12,sg6g00601w1h
18.8200000000,37.6400000000,12,sg6g0d0d7w60
18.8300000000,37.6600000000,12,sg6g0gzhtw7m
18.8400000000,37.6800000000,12,sg6g1mtwzws3
18.8500000000,37.7000000000,12,sg6g1zs31wtm
18.8600000000,37.7200000000,12,sg6g636g7wyd
18.8700000000,37.7400000000,12,sg6g6g1mtwzw
18.8800000000,37.7600000000,12,sg6g7hzzzz0d
18.8900000000,37.7800000000,12,sg6g7wyd1z1z
18.9000000000,37.8000000000,12,sg6gs0th7z6g
18.9100000000,37.8200000000,12,sg6gsd7wtz7z
18.9200000000,37.8400000000,12,sg6gth60zzth
18.9300000000,37.8600000000,12,sg6gtw0g1zy0
18.9400000000,37.8800000000,12,sg6gtzzm7zzh
18.9500000000,37.9000000000,12,sg6gy3tzy003
18.9600000000,37.9200000000,12,sg6gygsd001m
18.9700000000,37.9400000000,12,sg6gzm7h6063
18.9800000000,37.9600000000,12,sg6gzz1ws07w
18.9900000000,37.9800000000,12,sg7h0300y0sd
19.0000000000,38.0000000000,12,sg7h0dyg00tw
19.0100000000,38.0200000000,12,sg7h1htm60yg
19.0200000000,38.0400000000,12,sg7h1w7zs0zz
19.0300000000,38.0600000000,12,sg7h6063y30g
19.0400000000,38.0800000000,12,sg7h6d1h0360
19.0500000000,38.1000000000,12,sg7h6gzw637h
19.0600000000,38.1200000000,12,sg7h7my0s3s0
19.0700000000,38.1400000000,12,sg7h7zsdy3tm
19.0800000000,38.1600000000,12,sg7hs37m03y3
19.0900000000,38.1800000000,12,sg7hsg1z63zm
19.1000000000,38.2000000000,12,sg7htm03sd03
19.1100000000,38.2200000000,12,sg7htwygyd1w
19.1200000000,38.2400000000,12,sg7hy0tw0d6d
19.1300000000,38.2600000000,12,sg7hyds06d7w
19.1400000000,38.2800000000,12,sg7hzh6dsdsg
19.1500000000,38.3000000000,12,sg7hzw1hydtz
19.1600000000,38.3200000000,12,sg7hzzzz0dyg
19.1700000000,38.3400000000,12,sg7m03y36g00
19.1800000000,38.3600000000,12,sg7m0gsgsg1h
19.1900000000,38.3800000000,12,sg7m1m7myg60
19.2000000000,38.4000000000,12,sg7m1z600g7m
19.2100000000,38.4200000000,12,sg7m630d6gs3
19.2200000000,38.4400000000,12,sg7m6dzhsgtm
19.2300000000,38.4600000000,12,sg7m7htwygyd
19.2400000000,38.4800000000,12,sg7m7ws30gzw
19.2500000000,38.5000000000,12,sg7ms06g7h0d
19.2600000000,38.5200000000,12,sg7msd1mth1z
19.2700000000,38.5400000000,12,sg7msgzzzh6g
19.2800000000,38.5600000000,12,sg7mtmyd1h7z
19.2900000000,38.5800000000,12,sg7mtzth7hth
19.3000000000,38.6000000000,12,sg7my37wthy0
19.3100000000,38.6200000000,12,sg7myg60zhzh
19.3200000000,38.6400000000,12,sg7mzm0g1m03
19.3300000000,38.6600000000,12,sg7mzwzm7m1m
19.3400000000,38.6800000000,12,sg7w00tztm63
19.3500000000,38.7000000000,12,sg7w0ds3zm7w
19.3600000000,38.7200000000,12,sg7w1h7h1msd
19.3700000000,38.7400000000,12,sg7w1w1w7mtw
19.3800000000,38.7600000000,12,sg7w6000tmyg
19.3900000000,38.7800000000,12,sg7w63ydzmzz
19.4000000000,38.8000000000,12,sg7w6gtm1w0g
19.4100000000,38.8200000000,12,sg7w7m7z7w60
19.4200000000,38.8400000000,12,sg7w7z63tw7h
19.4300000000,38.8600000000,12,sg7ws30gzws0
19.4400000000,38.8800000000,12,sg7wsdzw1wth
19.4500000000,38.9000000000,12,sg7wthy07wy3
19.4600000000,38.9200000000,12,sg7wtwsdtwzm
19.4700000000,38.9400000000,12,sg7wy07hzz03
19.4800000000,38.9600000000,12,sg7wyd1z1z1w
19.4900000000,38.9800000000,12,sg7wzh037z6d
19.5000000000,39.0000000000,12,sg7wzmygtz7w
19.5100000000,39.0200000000,12,sg7wzztmzzsg
19.5200000000,39.0400000000,12,sg7z03s01ztz
19.5300000000,39.0600000000,12,sg7z0g6d7zyg
19.5400000000,39.0800000000,12,sg7z1m1hy000
19.5500000000,39.1000000000,12,sg7z1wzz001h
19.5600000000,39.1200000000,12,sg7z60y36060
19.5700000000,39.1400000000,12,sg7z6dsgs07m
19.5800000000,39.1600000000,12,sg7z7h7my0s3
19.5900000000,39.1800000000,12,sg7z7w6000tm
19.6000000000,39.2000000000,12,sg7zs00d60yd
19.6100000000,39.2200000000,12,sg7zs3zhs0zw
19.6200000000,39.2400000000,12,sg7zsgtwy30d
19.6300000000,39.2600000000,12,sg7ztms3031z
19.6400000000,39.2800000000,12,sg7ztz6g636g
19.6500000000,39.3000000000,12,sg7zy31ms37z
19.6600000000,39.3200000000,12,sg7zydzzy3th
19.6700000000,39.3400000000,12,sg7zzhyd03y0
19.6800000000,39.3600000000,12,sg7zzwth63zh
19.6900000000,39.3800000000,12,sgs0007wsd03
19.7000000000,39.4000000000,12,sgs00d60yd1m
19.7100000000,39.4200000000,12,sgs01h0g0d63
19.7200000000,39.4400000000,12,sgs01mzm6d7w
19.7300000000,39.4600000000,12,sgs01ztzsdsd
19.7400000000,39.4800000000,12,sgs063s3ydtw
19.7500000000,39.5000000000,12,sgs06g7h0dyg
19.7600000000,39.5200000000,12,sgs07m1w6dzz
19.7700000000,39.5400000000,12,sgs07z00sg0g
19.7800000000,39.5600000000,12,sgs0s0ydyg1z
19.7900000000,39.5800000000,12,sgs0sdtm0g7h
19.8000000000,39.6000000000,12,sgs0th7z6gs0
19.8100000000,39.6200000000,12,sgs0tw63sgth
19.8200000000,39.6400000000,12,sgs0y00gygy3
19.8300000000,39.6600000000,12,sgs0y3zw0gzm
19.8400000000,39.6800000000,12,sgs0ygy07h03
19.8500000000,39.7000000000,12,sgs0zmsdth1w
19.8600000000,39.7200000000,12,sgs0zz7hzh6d
19.8700000000,39.7400000000,12,sgs3031z1h7w
19.8800000000,39.7600000000,12,sgs30g037hsg
19.8900000000,39.7800000000,12,sgs31hygthtz
19.9000000000,39.8000000000,12,sgs31wtmzhyg
19.9100000000,39.8200000000,12,sgs360s01m00
19.9200000000,39.8400000000,12,sgs36d6d7m1h
19.9300000000,39.8600000000,12,sgs37h1htm60
19.9400000000,39.8800000000,12,sgs37mzwzm7m
19.9500000000,39.9000000000,12,sgs37zy31ms3
19.9600000000,39.9200000000,12,sgs3s3sg7mtm
19.9700000000,39.9400000000,12,sgs3sg7mtmyd
19.9800000000,39.9600000000,12,sgs3tm1zzmzw
19.9900000000,39.9800000000,12,sgs3tz0d1w0d
20.0000000000,40.0000000000,12,sgs3y0zh7w1z
20.0100000000,40.0200000000,12,sgs3ydtwtw6g
20.0200000000,40.0400000000,12,sgs3zhs0zw7z
20.0300000000,40.0600000000,12,sgs3zw6g1wth
20.0400000000,40.0800000000,12,sgsd001m7wy0
20.0500000000,40.1000000000,12,sgsd03zztwzh
20.0600000000,40.1200000000,12,sgsd0gy3zz03
20.0700000000,40.1400000000,12,sgsd1mth1z1m
20.0800000000,40.1600000000,12,sgsd1z7w7z63
20.0900000000,40.1800000000,12,sgsd6360tz7w
20.1000000000,40.2000000000,12,sgsd6g0dzzsd
20.1100000000,40.2200000000,12,sgsd7hzm1ztw
20.1200000000,40.2400000000,12,sgsd7wtz7zyd
20.1300000000,40.2600000000,12,sgsds0s3tzzz
20.1400000000,40.2800000000,12,sgsdsd7h000g
20.1500000000,40.3000000000,12,sgsdth1w601z
20.1600000000,40.3200000000,12,sgsdtw00s07h
20.1700000000,40.3400000000,12,sgsdtzydy0s0
20.1800000000,40.3600000000,12,sgsdy3tm00th
20.1900000000,40.3800000000,12,sgsdyg7z60y3
20.2000000000,40.4000000000,12,sgsdzm63s0zm
20.2100000000,40.4200000000,12,sgsdzz0gy303
20.2200000000,40.4400000000,12,sgsg00zw031w
20.2300000000,40.4600000000,12,sgsg0dy0636d
20.2400000000,40.4800000000,12,sgsg1hsds37w
20.2500000000,40.5000000000,12,sgsg1w7hy3sg
20.2600000000,40.5200000000,12,sgsg601z03tz
20.2700000000,40.5400000000,12,sgsg6d0363yg
20.2800000000,40.5600000000,12,sgsg6gygsd00
20.2900000000,40.5800000000,12,sgsg7mtmyd1h
20.3000000000,40.6000000000,12,sgsg7zs00d60
20.3100000000,40.6200000000,12,sgsgs36d6d7m
20.3200000000,40.6400000000,12,sgsgsg1hsds3
20.3300000000,40.6600000000,12,sgsgthzwydtm
20.3400000000,40.6800000000,12,sgsgtwy30dyd
20.3500000000,40.7000000000,12,sgsgy0sg6dzw
20.3600000000,40.7200000000,12,sgsgyd7msg0d
20.3700000000,40.7400000000,12,sgsgzh1zyg1z
20.3800000000,40.7600000000,12,sgsgzw0d0g6g
20.3900000000,40.7800000000,12,sgsgzzzh6g7z
20.4000000000,40.8000000000,12,sgth03twsgth
20.4100000000,40.8200000000,12,sgth0gs0ygy0
20.4200000000,40.8400000000,12,sgth1m6g0gzh
20.4300000000,40.8600000000,12,sgth1z1m7h03
20.4400000000,40.8800000000,12,sgth60zzth1m
20.4500000000,40.9000000000,12,sgth6dy3zh63
20.4600000000,40.9200000000,12,sgth7hth1h7m
20.4700000000,40.9400000000,12,sgth7w7w7hsd
20.4800000000,40.9600000000,12,sgths060thtw
20.4900000000,40.9800000000,12,sgthsd0dzhyd
20.5000000000,41.0000000000,12,sgthsgzm1hzz
20.5100000000,41.0200000000,12,sgthtmtz7m0g
20.5200000000,41.0400000000,12,sgthtzs3tm1z
20.5300000000,41.0600000000,12,sgthy36gzm7h
20.5400000000,41.0800000000,12,sgthyg1w1ms0
20.5500000000,41.1000000000,12,sgthzm007mth
20.5600000000,41.1200000000,12,sgthzwydtmy3
20.5700000000,41.1400000000,12,sgtm00thzmzm
20.5800000000,41.1600000000,12,sgtm0d7z1w03
20.5900000000,41.1800000000,12,sgtm1h637w1w
20.6000000000,41.2000000000,12,sgtm1w0gtw6d
20.6100000000,41.2200000000,12,sgtm1zzmzw7w
20.6200000000,41.2400000000,12,sgtm63y01wsg
20.6300000000,41.2600000000,12,sgtm6gsd7wtz
20.6400000000,41.2800000000,12,sgtm7m7htwyg
20.6500000000,41.3000000000,12,sgtm7z1wzz00
20.6600000000,41.3200000000,12,sgtms3031z1h
20.6700000000,41.3400000000,12,sgtmsdyg7z60
20.6800000000,41.3600000000,12,sgtmthtmtz7m
20.6900000000,41.3800000000,12,sgtmtw7zzzs3
20.7000000000,41.4000000000,12,sgtmy06d1ztm
20.7100000000,41.4200000000,12,sgtmyd1h7zyd
20.7200000000,41.4400000000,12,sgtmygzwtzzw
20.7300000000,41.4600000000,12,sgtmzmy3000d
20.7400000000,41.4800000000,12,sgtmzzsg601z
20.7500000000,41.5000000000,12,sgtw037ms06g
20.7600000000,41.5200000000,12,sgtw0g1zy07z
20.7700000000,41.5400000000,12,sgtw1m0d00th
20.7800000000,41.5600000000,12,sgtw1wzh60y0
20.7900000000,41.5800000000,12,sgtw60tws0zh
20.8000000000,41.6000000000,12,sgtw6ds0y300
20.8100000000,41.6200000000,12,sgtw7h6g031m
20.8200000000,41.6400000000,12,sgtw7w1m6363
20.8300000000,41.6600000000,12,sgtw7zzzs37m
20.8400000000,41.6800000000,12,sgtws3y3y3sd
20.8500000000,41.7000000000,12,sgtwsgth03tw
20.8600000000,41.7200000000,12,sgtwtm7w63yd
20.8700000000,41.7400000000,12,sgtwtz60s3zz
20.8800000000,41.7600000000,12,sgtwy30dyd0g
20.8900000000,41.7800000000,12,sgtwydzm0d1z
20.9000000000,41.8000000000,12,sgtwzhtz6d7h
20.9100000000,41.8200000000,12,sgtwzws3sds0
20.9200000000,41.8400000000,12,sgtz006gydth
20.9300000000,41.8600000000,12,sgtz0d1w0dy3
20.9400000000,41.8800000000,12,sgtz1h006dzm
20.9500000000,41.9000000000,12,sgtz1mydsg03
20.9600000000,41.9200000000,12,sgtz1zthyg1w
20.9700000000,41.9400000000,12,sgtz637z0g6d
20.9800000000,41.9600000000,12,sgtz6g636g7w
20.9900000000,41.9800000000,12,sgtz7m0gsgsg
21.0000000000,42.0000000000,12,sgtz7wzmygtz
21.0100000000,42.0200000000,12,sgtzs0y00gyg
21.0200000000,42.0400000000,12,sgtzsdsd7h00
21.0300000000,42.0600000000,12,sgtzth7hth1h
21.0400000000,42.0800000000,12,sgtztw1wzh60
21.0500000000,42.1000000000,12,sgtzy0031h7m
21.0600000000,42.1200000000,12,sgtzy3yg7hs3
21.0700000000,42.1400000000,12,sgtzygtmthtm
21.0800000000,42.1600000000,12,sgtzzm7zzhyd
21.0900000000,42.1800000000,12,sgtzzz6d1hzw
21.1000000000,42.2000000000,12,sgy0031h7m0d
21.1100000000,42.2200000000,12,sgy00dzwtm1z
21.1200000000,42.2400000000,12,sgy01hy0zm6g
21.1300000000,42.2600000000,12,sgy01wsg1m7z
21.1400000000,42.2800000000,12,sgy0607m7msg
21.1500000000,42.3000000000,12,sgy06d1ztmy0
21.1600000000,42.3200000000,12,sgy07h03zmzh
21.1700000000,42.3400000000,12,sgy07mzh1w00
21.1800000000,42.3600000000,12,sgy07ztw7w1m
21.1900000000,42.3800000000,12,sgy0s3s0tw63
21.2000000000,42.4000000000,12,sgy0sg6dzw7m
21.2100000000,42.4200000000,12,sgy0tm1m1wsd
21.2200000000,42.4400000000,12,sgy0twzz7wtw
21.2300000000,42.4600000000,12,sgy0y0y3twyd
21.2400000000,42.4800000000,12,sgy0ydsgzwzz
21.2500000000,42.5000000000,12,sgy0zh7w1z0g
21.2600000000,42.5200000000,12,sgy0zw607z1z
21.2700000000,42.5400000000,12,sgy3000dtz7h
21.2800000000,42.5600000000,12,sgy303zhzzs0
21.2900000000,42.5800000000,12,sgy30gtz1zth
21.3000000000,42.6000000000,12,sgy31ms37zy3
21.3100000000,42.6200000000,12,sgy31z6gtzzm
21.3200000000,42.6400000000,12,sgy3631w0003
21.3300000000,42.6600000000,12,sgy36g00601w
21.3400000000,42.6800000000,12,sgy37hyds06d
21.3500000000,42.7000000000,12,sgy37wthy07w
21.3600000000,42.7200000000,12,sgy3s07z00sg
21.3700000000,42.7400000000,12,sgy3sd6360tz
21.3800000000,42.7600000000,12,sgy3th0gs0yg
21.3900000000,42.7800000000,12,sgy3tmzmy300
21.4000000000,42.8000000000,12,sgy3tzy0031h
21.4100000000,42.8200000000,12,sgy3y3sd6360
21.4200000000,42.8400000000,12,sgy3yg7hs37m
21.4300000000,42.8600000000,12,sgy3zm1wy3s3
21.4400000000,42.8800000000,12,sgy3zz0303tm
21.4500000000,42.9000000000,12,sgyd00yg63yd
21.4600000000,42.9200000000,12,sgyd0dtms3zw
21.4700000000,42.9400000000,12,sgyd1h7zyd0d
21.4800000000,42.9600000000,12,sgyd1w6d0d1w
21.4900000000,42.9800000000,12,sgyd601h6d6g
21.5000000000,43.0000000000,12,sgyd63zwsd7z
21.5100000000,43.0200000000,12,sgyd6gy0ydsg
21.5200000000,43.0400000000,12,sgyd7msg0dy0
21.5300000000,43.0600000000,12,sgyd7z7m6dzh
21.5400000000,43.0800000000,12,sgyds31zsg00
21.5500000000,43.1000000000,12,sgydsg03yg1m
21.5600000000,43.1200000000,12,sgydthzh0g63
21.5700000000,43.1400000000,12,sgydtwtw6g7m
21.5800000000,43.1600000000,12,sgydy0s0sgsd
21.5900000000,43.1800000000,12,sgydyd6dygtw
21.6000000000,43.2000000000,12,sgydzh1m0gyd
21.6100000000,43.2200000000,12,sgydzmzz6gzz
21.6200000000,43.2400000000,12,sgydzzy3th0g
21.6300000000,43.2600000000,12,sgyg03sgzh1z
21.6400000000,43.2800000000,12,sgyg0g7w1h7h
21.6500000000,43.3000000000,12,sgyg1m607hs0
21.6600000000,43.3200000000,12,sgyg1z0dthth
21.6700000000,43.3400000000,12,sgyg60zhzhy3
21.6800000000,43.3600000000,12,sgyg6dtz1hzm
21.6900000000,43.3800000000,12,sgyg7hs37m03
21.7000000000,43.4000000000,12,sgyg7w6gtm1w
21.7100000000,43.4200000000,12,sgygs01mzm6d
21.7200000000,43.4400000000,12,sgygsd001m7w
21.7300000000,43.4600000000,12,sgygsgyd7msg
21.7400000000,43.4800000000,12,sgygtmthtmtz
21.7500000000,43.5000000000,12,sgygtz7wzmyg
21.7600000000,43.5200000000,12,sgygy3631w00
21.7700000000,43.5400000000,12,sgygyg0g7w1h
21.7800000000,43.5600000000,12,sgygzhzmtw60
21.7900000000,43.5800000000,12,sgygzwtzzw7m
21.8000000000,43.6000000000,12,sgzh00sd1ws3
21.8100000000,43.6200000000,12,sgzh0d7h7wtm
21.8200000000,43.6400000000,12,sgzh1h1wtwy3
21.8300000000,43.6600000000,12,sgzh1w00zwzw
21.8400000000,43.6800000000,12,sgzh1zyg1z0d
21.8500000000,43.7000000000,12,sgzh63tm7z1w
21.8600000000,43.7200000000,12,sgzh6g7ztz6g
21.8700000000,43.7400000000,12,sgzh7m63zz7z
21.8800000000,43.7600000000,12,sgzh7z1h1zsg
21.8900000000,43.7800000000,12,sgzhs0zw7zy0
21.9000000000,43.8000000000,12,sgzhsdy0tzzh
21.9100000000,43.8200000000,12,sgzhthsg0000
21.9200000000,43.8400000000,12,sgzhtw7m601m
21.9300000000,43.8600000000,12,sgzhy01zs063
21.9400000000,43.8800000000,12,sgzhyd03y07m
21.9500000000,43.9000000000,12,sgzhygzh00sd
21.9600000000,43.9200000000,12,sgzhzmtw60tw
21.9700000000,43.9400000000,12,sgzhzzs0s0yd
21.9800000000,43.9600000000,12,sgzm036dy0zz
21.9900000000,43.9800000000,12,sgzm0g1m030g
22.0000000000,44.0000000000,12,sgzm1hzz631z
22.0100000000,44.0200000000,12,sgzm1wy3s37h
22.0200000000,44.0400000000,12,sgzm60sgy3s0
22.0300000000,44.0600000000,12,sgzm6d7w03th
22.0400000000,44.0800000000,12,sgzm7h6063y3
22.0500000000,44.1000000000,12,sgzm7w0ds3zm
22.0600000000,44.1200000000,12,sgzm7zzhyd03
22.0700000000,44.1400000000,12,sgzms3tz0d1w
22.0800000000,44.1600000000,12,sgzmsgs36d6d
22.0900000000,44.1800000000,12,sgzmtm6gsd7w
22.1000000000,44.2000000000,12,sgzmtz1mydsg
22.1100000000,44.2200000000,12,sgzmy3000dtz
22.1200000000,44.2400000000,12,sgzmydyd6dyg
22.1300000000,44.2600000000,12,sgzmzhthsg00
22.1400000000,44.2800000000,12,sgzmzw7wyg1h
22.1500000000,44.3000000000,12,sgzw00630g60
22.1600000000,44.3200000000,12,sgzw0d0g6g7h
22.1700000000,44.3400000000,12,sgzw0gzmsgs3
22.1800000000,44.3600000000,12,sgzw1mtzygtm
22.1900000000,44.3800000000,12,sgzw1zsd0gy3
22.2000000000,44.4000000000,12,sgzw637h6gzw
22.2100000000,44.4200000000,12,sgzw6g1wth0d
22.2200000000,44.4400000000,12,sgzw7m00zh1w
22.2300000000,44.4600000000,12,sgzw7wyg1h6g
22.2400000000,44.4800000000,12,sgzws0tm7h7z
22.2500000000,44.5000000000,12,sgzwsd7zthsg
22.2600000000,44.5200000000,12,sgzwth63zhy0
22.2700000000,44.5400000000,12,sgzwtw1h1hzh
22.2800000000,44.5600000000,12,sgzwtzzw7m00
22.2900000000,44.5800000000,12,sgzwy3y0tm1m
22.3000000000,44.6000000000,12,sgzwygsdzm63
22.3100000000,44.6200000000,12,sgzwzm7m1m7m
22.3200000000,44.6400000000,12,sgzwzz1z7msd
22.3300000000,44.6600000000,12,sgzz0303tmtw
22.3400000000,44.6800000000,12,sgzz0dygzmyd
22.3500000000,44.7000000000,12,sgzz1htw1mzz
22.3600000000,44.7200000000,12,sgzz1ws07w0g
22.3700000000,44.7400000000,12,sgzz606dtw1z
22.3800000000,44.7600000000,12,sgzz6d1hzw7h
22.3900000000,44.7800000000,12,sgzz6gzz1ws0
22.4000000000,44.8000000000,12,sgzz7my37wth
22.4100000000,44.8200000000,12,sgzz7zsgtwy3
22.4200000000,44.8400000000,12,sgzzs37mzwzm
22.4300000000,44.8600000000,12,sgzzsg601z03
22.4400000000,44.8800000000,12,sgzztm0d7z1w
22.4500000000,44.9000000000,12,sgzztwzhtz6d
22.4600000000,44.9200000000,12,sgzzy0twzz7w
22.4700000000,44.9400000000,12,sgzzyds31zsg
22.4800000000,44.9600000000,12,sgzzzh6g7ztz
22.4900000000,44.9800000000,12,sgzzzw1mtzyg
22.5000000000,45.0000000000,12,th0000000000
22.5100000000,45.0200000000,12,th0003yd601h
22.5200000000,45.0400000000,12,th000gths060
22.5300000000,45.0600000000,12,th001m7wy07h
22.5400000000,45.0800000000,12,th001z6300s3
22.5500000000,45.1000000000,12,th00630g60tm
22.5600000000,45.1200000000,12,th006dzms0y3
22.5700000000,45.1400000000,12,th007htzy0zw
22.5800000000,45.1600000000,12,th007wsd030d
22.5900000000,45.1800000000,12,th00s07h631w
22.6000000000,45.2000000000,12,th00sd1ws36g
22.6100000000,45.2200000000,12,th00th00y37z
22.6200000000,45.2400000000,12,th00tmyg03sg
22.6300000000,45.2600000000,12,th00tztm63y0
22.6400000000,45.2800000000,12,th00y37zs3zh
22.6500000000,45.3000000000,12,th00yg63yd00
22.6600000000,45.3200000000,12,th00zm1h0d1m
22.6700000000,45.3400000000,12,th00zwzw6d63
22.6800000000,45.3600000000,12,th0300y0sd7m
22.6900000000,45.3800000000,12,th030dsdydsd
22.7000000000,45.4000000000,12,th031h7m0dtw
22.7100000000,45.4200000000,12,th031w1z6dyd
22.7200000000,45.4400000000,12,th036003sdzz
22.7300000000,45.4600000000,12,th0363ygyg0g
22.7400000000,45.4800000000,12,th036gtw0g1z
22.7500000000,45.5000000000,12,th037ms06g7h
22.7600000000,45.5200000000,12,th037z6dsgs0
22.7700000000,45.5400000000,12,th03s31hygth
22.7800000000,45.5600000000,12,th03sdzz0gy3
22.7900000000,45.5800000000,12,th03thy36gzm
22.8000000000,45.6000000000,12,th03twsgth03
22.8100000000,45.6200000000,12,th03y07mzh1w
22.8200000000,45.6400000000,12,th03yd601h6d
22.8300000000,45.6600000000,12,th03zh0d7h7w
22.8400000000,45.6800000000,12,th03zmzhthsg
22.8500000000,45.7000000000,12,th03zztwzhtz
22.8600000000,45.7200000000,12,th0d03s31hyg
22.8700000000,45.7400000000,12,th0d0g6g7hzz
22.8800000000,45.7600000000,12,th0d1m1mtm1h
22.8900000000,45.7800000000,12,th0d1wzzzm60
22.9000000000,45.8000000000,12,th0d60yd1m7h
22.9100000000,45.8200000000,12,th0d6dth7ms3
22.9200000000,45.8400000000,12,th0d7h7wtmtm
22.9300000000,45.8600000000,12,th0d7w60zmy3
22.9400000000,45.8800000000,12,th0ds00g1mzw
22.9500000000,45.9000000000,12,th0ds3zm7w0d
22.9600000000,45.9200000000,12,th0dsgtztw1w
22.9700000000,45.9400000000,12,th0dtms3zw6g
22.9800000000,45.9600000000,12,th0dtz7h1w7z
22.9900000000,45.9800000000,12,th0dy31w7wsg
23.0000000000,46.0000000000,12,th0dyg00twy0
23.0100000000,46.0200000000,12,th0dzhydzwzh
23.0200000000,46.0400000000,12,th0dzwtm1z00
23.0300000000,46.0600000000,12,th0g007z7z1m
23.0400000000,46.0800000000,12,th0g0d63tz63
23.0500000000,46.1000000000,12,th0g1h0gzz7m
23.0600000000,46.1200000000,12,th0g1mzw1zsd
23.0700000000,46.1400000000,12,th0g1zy07ztw
23.0800000000,46.1600000000,12,th0g63sdtzyd
23.0900000000,46.1800000000,12,th0g6g7hzzzz
23.1000000000,46.2000000000,12,th0g7m1z600g
23.1100000000,46.2200000000,12,th0g7z03s01z
23.1200000000,46.2400000000,12,th0gs0ygy07h
23.1300000000,46.2600000000,12,th0gsdtw00s0
23.1400000000,46.2800000000,12,th0gths060th
23.1500000000,46.3000000000,12,th0gtw6ds0y3
23.1600000000,46.3200000000,12,th0gy01hy0zm
23.1700000000,46.3400000000,12,th0gy3zz0303
23.1800000000,46.3600000000,12,th0gygy3631w
23.1900000000,46.3800000000,12,th0gzmsgs36d
23.2000000000,46.4000000000,12,th0gzz7my37w
23.2100000000,46.4200000000,12,th1h036003sd
23.2200000000,46.4400000000,12,th1h0g0d63tz
23.2300000000,46.4600000000,12,th1h1hzhs3yg
23.2400000000,46.4800000000,12,th1h1wtwy3zz
23.2500000000,46.5000000000,12,th1h60s30d1h
23.2600000000,46.5200000000,12,th1h6d6g6d60
23.2700000000,46.5400000000,12,th1h7h1msd7h
23.2800000000,46.5600000000,12,th1h7mzzyds3
23.2900000000,46.5800000000,12,th1h7zyd0dtm
23.3000000000,46.6000000000,12,th1hs3th6dy3
